,PEAD,B1_beta_hedged,B2_vol_managed,B3_pead_tsmom,B4_pead_3sleeves,B5_hedged_3sleeves
2021-10-05,0.0038336697151295507,0.0038336697151295507,0.0038336697151295507,0.0038336697151295507,0.0038336697151295507,0.0038336697151295507
2021-10-06,0.000666691674246378,0.000666691674246378,0.000666691674246378,0.000666691674246378,0.000666691674246378,0.000666691674246378
2021-10-07,0.0026064040634092844,0.0026064040634092844,0.0026064040634092844,0.0026064040634092844,0.0026064040634092844,0.0026064040634092844
2021-10-08,-5.5175653811745384e-05,-5.5175653811745384e-05,-5.5175653811745384e-05,-5.5175653811745384e-05,-5.5175653811745384e-05,-5.5175653811745384e-05
2021-10-11,-0.000400491097438338,-0.000400491097438338,-0.000400491097438338,-0.000400491097438338,-0.000400491097438338,-0.000400491097438338
2021-10-12,0.0003430328015219253,0.0003430328015219253,0.0003430328015219253,0.0003430328015219253,0.0003430328015219253,0.0003430328015219253
2021-10-13,0.0008408872588179239,0.0008408872588179239,0.0008408872588179239,0.0008408872588179239,0.0008408872588179239,0.0008408872588179239
2021-10-14,0.005388450199106831,0.005388450199106831,0.005388450199106831,0.005388450199106831,0.005388450199106831,0.005388450199106831
2021-10-15,-0.0016763702537114789,-0.0016763702537114789,-0.0016763702537114789,-0.0016763702537114789,-0.0016763702537114789,-0.0016763702537114789
2021-10-18,0.00080680287389856,0.00080680287389856,0.00080680287389856,0.00080680287389856,0.00080680287389856,0.00080680287389856
2021-10-19,0.0015295349863035934,0.0015295349863035934,0.0015295349863035934,0.0015295349863035934,0.0015295349863035934,0.0015295349863035934
2021-10-20,-0.0012695879384518882,-0.0012695879384518882,-0.0012695879384518882,-0.0012695879384518882,-0.0012695879384518882,-0.0012695879384518882
2021-10-21,0.005886526303447992,0.005886526303447992,0.005886526303447992,0.005886526303447992,0.005886526303447992,0.005886526303447992
2021-10-22,-0.0001734326680654652,-0.0001734326680654652,-0.0001734326680654652,-0.0001734326680654652,-0.0001734326680654652,-0.0001734326680654652
2021-10-25,0.00018872602414798934,0.00018872602414798934,0.00018872602414798934,0.00018872602414798934,0.00018872602414798934,0.00018872602414798934
2021-10-26,0.001609371257269121,0.001609371257269121,0.001609371257269121,0.001609371257269121,0.001609371257269121,0.001609371257269121
2021-10-27,-0.0011614307817573444,-0.0011614307817573444,-0.0011614307817573444,-0.0011614307817573444,-0.0011614307817573444,-0.0011614307817573444
2021-10-28,0.005974380788262179,0.005974380788262179,0.005974380788262179,0.005974380788262179,0.005974380788262179,0.005974380788262179
2021-10-29,0.006776457672913017,0.006776457672913017,0.006776457672913017,0.006776457672913017,0.006776457672913017,0.006776457672913017
2021-11-01,-0.0031661462102255955,-0.0031661462102255955,-0.0031661462102255955,-0.0031661462102255955,-0.0031661462102255955,-0.0031661462102255955
2021-11-02,0.000926432320400794,0.0009261472115669872,0.0009261472115669872,0.0009261472115669872,0.0009261472115669872,0.0009261472115669872
2021-11-03,0.002992686891588603,0.002992549658342156,0.002992549658342156,0.002992549658342156,0.002992549658342156,0.002992549658342156
2021-11-04,0.0059297040058285955,0.0059293794798640775,0.0059293794798640775,0.0059293794798640775,0.0059293794798640775,0.0059293794798640775
