,cash_basis,mtm_rf,rf_index,spy_control,universe_control
2024-11-01,1.202189824753732,1.278003068388742,1.110921566900808,1.1978140845387781,1.2111781160533888
2024-11-04,1.202189824753732,1.2792251609533258,1.111143751214188,1.196957502888482,1.2117332280184756
2024-11-05,1.2017070738338913,1.2809349335157167,1.1113659799644309,1.202442438818741,1.2178172871220614
2024-11-06,1.2017070738338913,1.2828979995882122,1.1115882531604238,1.2137872349304448,1.2290368970176577
2024-11-07,1.1956181261464265,1.286940056211523,1.1118105708110557,1.2174597094908226,1.2307128677452013
2024-11-08,1.198300868241889,1.2886693995301068,1.1120329329252179,1.219713331225076,1.233971183734952
2024-11-11,1.198300868241889,1.2888007140472455,1.1122553395118029,1.2202728995161165,1.236645630282957
2024-11-12,1.1969881161494074,1.2833074977815682,1.1124777905797052,1.2188970200387297,1.233352461252853
2024-11-13,1.1888659823885572,1.283519855970321,1.112700286137821,1.2191983730092606,1.233330071824414
2024-11-14,1.1860983483458973,1.2810429865470896,1.1129228261950486,1.21559920406636,1.229089610612968
2024-11-15,1.1867555115635045,1.276407686181638,1.1131454107602876,1.2089010415309376,1.2252681771778355
2024-11-18,1.1867555115635045,1.2794615592209782,1.1133680398424397,1.2108388976297981,1.2279036540154367
2024-11-19,1.1893241123190812,1.2762110323370557,1.1135907134504082,1.2125144334163438,1.2277995479127037
2024-11-20,1.1883362432232203,1.2766820764046982,1.1138134315930983,1.2127258505290894,1.2292092283365035
2024-11-21,1.1862717979525317,1.2810612899187759,1.1140361942794168,1.2142551887765751,1.232753857978733
2024-11-22,1.1862717979525317,1.283065248824371,1.1142590015182727,1.2150371514775127,1.234574417994063
2024-11-25,1.1862717979525317,1.2884874395936725,1.1144818533185763,1.215960008856829,1.2367242372674492
2024-11-26,1.1862717979525317,1.2875295190873066,1.11470474968924,1.217275094397216,1.2368458960260262
2024-11-27,1.1862717979525317,1.2870094500229714,1.1149276906391778,1.2167188268802345,1.236793561495697
2024-11-29,1.1862717979525317,1.2883577556611088,1.1151506761773056,1.2183973323495552,1.237753604076606
2024-12-02,1.1862717979525317,1.2890294796311,1.115373706312541,1.2190109434635361,1.237467599600152
2024-12-03,1.1868191137468849,1.288313846041704,1.1155967810538034,1.2192923460156995,1.236818062238375
2024-12-04,1.1868191137468849,1.287595979450867,1.1158199004100142,1.2207791367380358,1.2373338020445515
2024-12-05,1.1868191137468849,1.2856696032418675,1.1160430643900963,1.2206497395425424,1.2365508867918436
2024-12-06,1.1868191137468849,1.2870944462581941,1.1162662730029742,1.2212044603326684,1.2367430730698266
2024-12-09,1.1868191137468849,1.2884600692682835,1.1164895262575747,1.2201646037572946,1.2356321128765715
2024-12-10,1.1884020166156077,1.2850719252558864,1.1167128241628261,1.219600426711869,1.2340718767961711
2024-12-11,1.190085630064184,1.285064637030709,1.1169361667276587,1.2213397052413326,1.2345783002349606
2024-12-12,1.190085630064184,1.2841362310847833,1.1171595539610042,1.2206867544769562,1.2342543864230464
2024-12-13,1.190085630064184,1.2818200697842805,1.1173829858717963,1.2208362406967388,1.233904736455215
2024-12-16,1.190085630064184,1.280508580661179,1.1176064624689706,1.2217438909689777,1.2335890296978296
2024-12-17,1.1885839290825888,1.2805651413206656,1.1178299837614643,1.221206832463984,1.2324860664294892
2024-12-18,1.1876085795343052,1.276860309448882,1.1180535497582165,1.2181505744696417,1.2295202938882404
2024-12-19,1.1876085795343052,1.2759464004646408,1.118277160468168,1.2182583131187363,1.2294003151652506
2024-12-20,1.188102459951173,1.2775676663064097,1.1185008159002616,1.2210157666193762,1.2325349018406664
2024-12-23,1.188102459951173,1.2758912549083452,1.1187245160634416,1.2225481676292456,1.2330843832411762
2024-12-24,1.186505658838514,1.277883033601686,1.1189482609666543,1.2252539369511497,1.2351273621055443
2024-12-26,1.186505658838514,1.278526840524,1.1191720506188476,1.2254438043233604,1.2355016286431761
2024-12-27,1.186505658838514,1.2771310904775417,1.1193958850289714,1.2234203277882088,1.234065765785173
2024-12-30,1.186505658838514,1.2763464239590938,1.119619764205977,1.2212371126198236,1.232241038906502
2024-12-31,1.186505658838514,1.2765300433698261,1.1198436881588183,1.2206696897834368,1.232561276696546
2025-01-02,1.182987310194482,1.2740008864586638,1.12006765689645,1.2203248707778815,1.2323929814130488
2025-01-03,1.180881445399693,1.2760653400160262,1.1202916704278294,1.2231273582616766,1.2347456348256338
