date,return,nav,gross
2023-07-28,6.226040364332164e-05,108346.42893379365,0.034608382559689524
2023-07-31,-0.0005222644606522886,108289.84344452294,0.0341039293693154
2023-08-01,0.00013554469301313432,108304.52155810907,0.034234833712302695
2023-08-02,-0.0004483766612605189,108255.96033833343,0.03380161290538192
2023-08-03,0.00016780277955064093,108274.12598938112,0.033963716478903526
2023-08-04,-0.00036076391482764425,108235.06459181465,0.033615079671815415
2023-08-07,0.0007354667542183169,108314.6678834626,0.0343253013080931
2023-08-08,-0.0002795432839739487,108284.3892454999,0.03405527794835348
2023-08-09,-0.0001637204666546932,108266.6608747612,0.03389710713189664
2023-08-10,-1.4367538152648685e-05,108265.10534938042,0.03388322641229206
2023-08-11,-0.0004842840971434059,108212.67428058416,0.03341512472865895
2023-08-14,0.0004502733384514901,108261.39956269524,0.033850156244251105
2023-08-15,-0.0003168747045780851,108227.0942636916,0.03354391075648441
2023-08-16,-0.0004109913975161028,108182.61385897106,0.051968231667166076
2023-08-17,0.0003181556648439443,108217.03277040792,0.1375132536563681
2023-08-18,0.004651787413800346,108720.43540140812,0.1415067816045331
2023-08-21,0.00264247648721172,109007.72659563576,0.16245803404028264
2023-08-22,0.005583834715413127,109616.40772364874,0.16710876105447023
2023-08-23,0.0050221370828311684,110166.9163497644,0.17127075293776803
2023-08-24,-0.004788395077479302,109639.39362981412,0.16728337675810143
2023-08-25,-0.0007289914220639515,109559.46745233769,0.16770112577546303
2023-08-28,-7.230639481747847e-05,109551.54560222809,0.16764094089270534
2023-08-29,0.005033511671315605,110102.97458562755,0.17180964670210128
2023-08-30,-0.0002333739615197894,110077.27941827339,0.1716163235218632
2023-08-31,0.004578462114148474,110581.26407171848,0.24653449005486563
2023-09-01,-0.0014962184491760233,110415.81034428117,0.24540545177015652
2023-09-05,-0.0010280174222936367,110302.30096755057,0.24462891713667606
2023-09-06,-0.0018551957018732024,110097.66861288885,0.24322495131907843
2023-09-07,-0.005964557585339647,109440.98472843564,0.23868403842562985
2023-09-08,3.73101583162061e-05,109445.06798890214,0.23871244218493615
2023-09-11,-0.00028026156989102713,109414.39474233074,0.23849902272557164
2023-09-12,-0.003487205450232511,109032.84426865139,0.23583421965145898
2023-09-13,-0.002320148226983787,108779.87190833848,0.21549927195550705
2023-09-14,0.0036716286572711088,109179.2712033714,0.11390571064945716
2023-09-15,-0.0032378758402102914,108825.76227889024,0.11102732751059655
2023-09-18,0.0007415694117562932,108906.46413540732,0.09307010442804842
2023-09-19,-0.000891905328644027,108809.32987972118,0.0922604867191325
2023-09-20,-0.0011154940315746265,108687.95372166071,0.09124677792373227
2023-09-21,-0.0009883083923613034,108580.53650484902,0.09034776098178023
2023-09-22,0.00016968957134499973,108598.96148954495,0.07220083249781173
2023-09-25,-0.0011769259919880426,108471.148549065,0.07110759488246858
2023-09-26,0.0002489999999222281,108498.15786504529,0.07133883151334969
2023-09-27,0.0011380062273753655,108621.62944435446,0.0723944524030629
2023-09-28,0.0009082510777784769,108720.28515636735,0.07266933716166687
2023-09-29,0.001531810802431366,108886.8240636133,0.07408765968666346
2023-10-02,0.00027742980039313636,108917.03251347871,0.07434446411721632
2023-10-03,-0.0004895865950803602,108863.70819438418,0.07389105359147063
2023-10-04,0.0007624853712580038,108946.71517934329,0.07459666010065708
2023-10-05,6.510914347179764e-05,108953.80860665269,0.07465690839676907
2023-10-06,0.0006099718760494977,109020.26736569124,0.07522099757980658
2023-10-09,-4.3374222330250234e-05,109015.53869637601,0.0751808842698655
2023-10-10,7.469077701349747e-05,109023.6811516678,0.07524995456930207
2023-10-11,0.0003653261014968656,109063.51034807377,0.07558766652326683
2023-10-12,-0.00197833795308755,108847.74586625522,0.07375524136340766
2023-10-13,-0.0006207192968537001,108780.18196997701,0.0884627035675112
2023-10-16,0.0011084312895122128,108900.75732735137,0.08947196133554514
2023-10-17,0.000777398317923339,108985.41659291823,0.1908791264774683
2023-10-18,-0.0036593576942175465,108586.59997015144,0.18790738913347663
2023-10-19,-0.0013237828596535106,108442.8548903229,0.3609262992233743
2023-10-20,-0.0008554819473904907,108350.08398564074,0.3603791151031712
2023-10-23,-0.002854468960276191,108040.80203406041,0.35854811059535513
2023-10-24,0.005286609103634543,108611.97152165766,0.39957547619253053
2023-10-25,-0.004722884846198316,108099.0096872423,0.5447384222589265
2023-10-26,0.00046806465939908115,108149.60701339295,0.5939315739843413
2023-10-27,-0.00851158036414168,107229.08294194812,0.5918119192105503
2023-10-30,0.00991822714691426,108292.60534332166,0.5959488997068465
2023-10-31,0.005552804831159053,108893.93304545086,0.5980856884394035
2023-11-01,0.004939297464607417,109431.79257285337,0.6017567807601208
2023-11-02,0.009269404685555926,110446.16014367697,0.605736585951722
2023-11-03,0.01057303418267197,111613.91117022092,0.6101248953681994
2023-11-06,-0.001996276607823755,111391.09893024409,0.6087075827192727
2023-11-07,0.0001517867961844388,111408.00662827416,0.6086079924269993
2023-11-08,-0.001462180883098907,111245.10797075814,0.6086054725065733
2023-11-09,-0.0036186119533390126,110842.55509330466,0.6072646931383594
2023-11-10,0.009698167099005728,111917.52471428027,0.596325678214139
2023-11-13,-0.0017351053223336743,111723.33602148612,0.5956541813140659
2023-11-14,0.010174167772511344,112860.02798627339,0.5925400924327591
2023-11-15,0.007248433221696882,113678.08636253074,0.5954419872980612
2023-11-16,0.00160909476488591,113861.00517617894,0.4158515743779851
2023-11-17,0.002269240971646491,114119.38323419758,0.41733408214815404
2023-11-20,0.0022373212918000984,114374.70496011456,0.41927665378419793
2023-11-21,-0.002120522622678478,114132.17081078446,0.37994845918361125
2023-11-22,0.002338458029895518,114399.06410208635,0.22359686073973983
2023-11-24,0.000575805939116103,114464.93576262565,0.09882758010759692
2023-11-27,6.997845293077454e-05,114472.94584174515,0.09889063834664692
2023-11-28,0.0007696987126486476,114561.05552079265,0.09958368762313131
2023-11-29,-7.361121854376762e-05,114552.6225418981,0.09951740200181522
2023-11-30,0.0007903363239833983,114643.15764050053,0.10022852408251695
2023-12-01,0.0019598836139962383,114867.84488661693,0.10198852206330555
2023-12-04,0.0014040143728459853,115029.1209918156,0.10324757535638972
2023-12-05,-0.00016570988854014423,115010.05952899717,0.10309894998335994
2023-12-06,0.0008318252192582865,115105.72779698178,0.1038443948161316
2023-12-07,1.9104860134566692e-05,115107.92687581203,0.10386151541654076
2023-12-08,8.408916908630992e-05,115117.60620573827,0.12681298757922305
2023-12-11,0.003604113576240353,115532.50313312866,0.12994875109741771
