Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
12/04/2024,ProShares Ultra QQQ,QLD,57.01405,55.64595,2.45858,1.3681,142800,8141606340
12/03/2024,ProShares Ultra QQQ,QLD,55.64595,55.31325,0.60148,0.3327,142800,7946241660
12/02/2024,ProShares Ultra QQQ,QLD,55.31325,54.11975,2.20529,1.1935,143000,7909794750
11/29/2024,ProShares Ultra QQQ,QLD,54.11975,53.1911,1.74587,0.92865,143000,7739124250
11/27/2024,ProShares Ultra QQQ,QLD,53.1911,54.1152,-1.70765,-0.9241,143200,7616965520
11/26/2024,ProShares Ultra QQQ,QLD,54.1152,53.52215,1.10805,0.59305,142400,7706004480
11/25/2024,ProShares Ultra QQQ,QLD,53.52215,53.3827,0.26123,0.13945,142400,7621554160
11/22/2024,ProShares Ultra QQQ,QLD,53.3827,53.2274,0.29177,0.1553,142500,7607034750
11/21/2024,ProShares Ultra QQQ,QLD,53.2274,52.8415,0.73030,0.3859,142600,7590227240
11/20/2024,ProShares Ultra QQQ,QLD,52.8415,52.9364,-0.17927,-0.0949,142200,7514061300
11/19/2024,ProShares Ultra QQQ,QLD,52.9364,52.20985,1.39160,0.72655,142300,7532849720
11/18/2024,ProShares Ultra QQQ,QLD,52.20985,51.4841,1.40966,0.72575,142300,7429461655
11/15/2024,ProShares Ultra QQQ,QLD,51.4841,54.09595,-4.82818,-2.61185,142300,7326187430
11/14/2024,ProShares Ultra QQQ,QLD,54.09595,54.83685,-1.35110,-0.7409,143300,7751949635
11/13/2024,ProShares Ultra QQQ,QLD,54.83685,55.01955,-0.33206,-0.1827,143400,7863604290
11/12/2024,ProShares Ultra QQQ,QLD,55.01955,55.2166,-0.35687,-0.19705,143600,7900807380
11/11/2024,ProShares Ultra QQQ,QLD,55.2166,55.2779,-0.11089,-0.0613,143600,7929103760
11/08/2024,ProShares Ultra QQQ,QLD,55.2779,55.2121,0.11918,0.0658,143800,7948962020
11/07/2024,ProShares Ultra QQQ,QLD,55.2121,53.56265,3.07948,1.64945,143800,7939499980
11/06/2024,ProShares Ultra QQQ,QLD,53.56265,50.7936,5.45157,2.76905,143400,7680884010
11/05/2024,ProShares Ultra QQQ,QLD,50.7936,49.5003,2.61271,1.2933,143300,7278722880
11/04/2024,ProShares Ultra QQQ,QLD,49.5003,49.8487,-0.69891,-0.3484,142700,7063692810
11/01/2024,ProShares Ultra QQQ,QLD,49.8487,49.16235,1.39609,0.68635,142400,7098454880
10/31/2024,ProShares Ultra QQQ,QLD,49.16235,51.7008,-4.90989,-2.53845,141900,6976137465
10/30/2024,ProShares Ultra QQQ,QLD,51.7008,52.53715,-1.59192,-0.83635,142400,7362193920
10/29/2024,ProShares Ultra QQQ,QLD,52.53715,51.5377,1.93926,0.99945,142400,7481290160
10/28/2024,ProShares Ultra QQQ,QLD,51.5377,51.55095,-0.02570,-0.01325,142400,7338968480
10/25/2024,ProShares Ultra QQQ,QLD,51.55095,50.9715,1.13681,0.57945,142600,7351165470
10/24/2024,ProShares Ultra QQQ,QLD,50.9715,50.15445,1.62907,0.81705,142300,7253244450
10/23/2024,ProShares Ultra QQQ,QLD,50.15445,51.76875,-3.11829,-1.6143,142300,7136978235
10/22/2024,ProShares Ultra QQQ,QLD,51.76875,51.665,0.20081,0.10375,142500,7377046875
10/21/2024,ProShares Ultra QQQ,QLD,51.665,51.48595,0.34776,0.17905,142400,7357096000
10/18/2024,ProShares Ultra QQQ,QLD,51.48595,50.84005,1.27046,0.6459,142400,7331599280
10/17/2024,ProShares Ultra QQQ,QLD,50.84005,50.7679,0.14212,0.07215,142500,7244707125
10/16/2024,ProShares Ultra QQQ,QLD,50.7679,50.7153,0.10372,0.0526,143100,7264886490
10/15/2024,ProShares Ultra QQQ,QLD,50.7153,52.1439,-2.73973,-1.4286,143200,7262430960
10/14/2024,ProShares Ultra QQQ,QLD,52.1439,51.29985,1.64533,0.84405,143800,7498292820
10/11/2024,ProShares Ultra QQQ,QLD,51.29985,51.1786,0.23692,0.12125,143900,7382048415
10/10/2024,ProShares Ultra QQQ,QLD,51.1786,51.32105,-0.27757,-0.14245,142800,7308304080
10/09/2024,ProShares Ultra QQQ,QLD,51.32105,50.5222,1.58119,0.79885,142300,7302985415
10/08/2024,ProShares Ultra QQQ,QLD,50.5222,49.0185,3.06762,1.5037,142500,7199413500
10/07/2024,ProShares Ultra QQQ,QLD,49.0185,50.1889,-2.33199,-1.1704,142500,6985136250
10/04/2024,ProShares Ultra QQQ,QLD,50.1889,49.0198,2.38495,1.1691,142700,7161956030
10/03/2024,ProShares Ultra QQQ,QLD,49.0198,49.079,-0.12062,-0.0592,142700,6995125460
